DATE,TIME (GMT),LAT. (N),LONG. (E),DEPTH (km),MAGNITUDE (Local)
2022 MAR 27,13 20 34.4,37.7303,21.4000,18,1.5
2022 MAR 27,14 15 31.6,35.2066,25.3317,5,0.9
2022 MAR 27,14 15 34.9,38.2970,23.3720,6,0.9
2022 MAR 27,14 24 34.8,38.3281,23.3876,6,3.1
2022 MAR 27,14 29 50.1,38.3162,23.3501,6,1.6
2022 MAR 27,15 08 45.6,38.3904,21.7104,44,1.1
2022 MAR 27,15 21 37.9,36.4041,21.8948,8,2.4
2022 MAR 27,15 31 27.8,38.2686,23.3830,6,1.1
2022 MAR 27,15 37 38.5,38.4132,21.9456,13,1.1
2022 MAR 27,15 45 40.3,38.3180,23.3775,8,1.0
2022 MAR 27,15 59 42.1,34.8898,26.1722,13,2.4
2022 MAR 27,16 18 10.0,38.2997,23.3629,5,1.0
2022 MAR 27,16 33 24.6,38.3267,23.3615,8,1.9
2022 MAR 27,16 35 22.4,35.1576,25.2388,8,1.7
2022 MAR 27,16 40 30.2,34.9576,24.2807,38,1.4
2022 MAR 27,16 42 19.7,35.3146,26.0110,16,1.0
2022 MAR 27,17 04 31.0,38.3075,23.3514,7,1.0
2022 MAR 27,17 07 50.3,35.7124,25.5968,8,3.5
2022 MAR 27,17 32 31.6,38.3231,23.3633,13,3.9
2022 MAR 27,17 35 09.1,38.3134,23.3876,9,2.5
2022 MAR 27,17 36 24.0,38.3253,23.3592,8,2.7
2022 MAR 27,17 38 47.7,38.3144,23.3730,10,1.8
2022 MAR 27,17 40 32.6,38.3189,23.3638,7,2.0
2022 MAR 27,17 41 59.7,38.3125,23.3702,6,1.4
2022 MAR 27,17 48 47.5,39.1447,21.5767,12,1.5
2022 MAR 27,17 49 36.5,38.3189,23.3574,10,1.6
2022 MAR 27,18 13 35.1,38.3221,23.3624,10,1.9
2022 MAR 27,18 18 41.7,38.7955,27.0895,16,2.7
2022 MAR 27,18 29 23.1,38.3363,23.3702,6,2.1
2022 MAR 27,18 34 21.3,38.3363,23.3922,5,1.5
2022 MAR 27,18 44 28.2,38.3336,23.3821,11,2.0
2022 MAR 27,18 46 22.0,38.3107,23.3766,6,1.0
2022 MAR 27,18 47 47.5,38.3180,23.3784,11,1.6
2022 MAR 27,18 49 33.2,38.3308,23.3958,12,1.4
2022 MAR 27,18 50 48.3,38.2796,23.3482,14,1.6
2022 MAR 27,18 54 50.0,38.4013,21.8614,14,1.4
2022 MAR 27,19 43 18.2,38.1670,23.3958,14,1.3
2022 MAR 27,19 58 36.5,38.2988,23.3510,11,2.6
2022 MAR 27,20 55 35.8,36.2393,26.9852,12,2.0
2022 MAR 27,21 22 20.2,35.0189,26.5741,14,1.8
2022 MAR 27,22 06 22.2,38.3125,23.3675,12,1.9
2022 MAR 27,22 13 50.8,38.3112,23.3551,14,2.1
2022 MAR 27,22 22 45.0,38.3025,23.3473,11,1.3
2022 MAR 27,22 23 42.0,41.1630,20.1169,8,1.8
2022 MAR 27,22 25 21.0,38.3308,23.3794,10,2.4
2022 MAR 27,22 51 15.1,38.3208,23.3638,8,1.9
2022 MAR 27,22 51 59.9,38.3244,23.3730,11,1.8
2022 MAR 27,23 03 31.9,38.3139,23.3652,10,1.4
2022 MAR 27,23 10 24.5,35.1370,25.2127,12,1.3
2022 MAR 27,23 18 27.9,38.3139,23.3505,9,1.6
2022 MAR 27,23 42 15.7,38.3070,23.3510,11,1.4
2022 MAR 28,00 15 03.7,39.4341,20.5055,12,1.3
2022 MAR 28,00 25 05.5,37.7554,22.0303,11,2.3
2022 MAR 28,00 35 40.8,37.9820,23.1010,14,1.7
2022 MAR 28,01 14 44.5,35.1595,25.2873,8,0.9
2022 MAR 28,01 17 53.8,34.9049,25.0145,12,1.8
2022 MAR 28,01 37 47.8,34.6884,25.0278,16,1.9
2022 MAR 28,01 48 16.2,38.3043,23.3748,6,0.7
2022 MAR 28,01 50 33.6,38.1606,22.4995,13,1.7
2022 MAR 28,01 57 55.8,38.3153,23.3583,11,1.6
2022 MAR 28,02 06 16.0,38.2965,23.3624,6,1.0
2022 MAR 28,03 04 32.0,38.3144,23.3757,13,2.5
2022 MAR 28,03 06 46.8,38.3144,23.3739,11,3.3
2022 MAR 28,03 10 47.0,38.3253,23.3858,6,1.8
2022 MAR 28,03 21 29.6,38.2718,21.5872,34,1.2
2022 MAR 28,03 23 37.6,38.3281,23.3922,14,2.4
2022 MAR 28,03 28 55.3,35.1480,25.2621,12,1.6
2022 MAR 28,03 33 11.5,38.3089,23.3739,6,1.4
2022 MAR 28,03 34 28.0,38.3318,23.3968,7,1.8
2022 MAR 28,03 40 18.6,38.0704,21.6696,26,1.0
2022 MAR 28,04 00 45.5,38.0626,21.7928,26,2.1
2022 MAR 28,04 22 34.7,38.3061,23.3812,11,1.5
2022 MAR 28,04 42 05.1,38.3038,23.3844,11,1.0
2022 MAR 28,05 11 04.5,34.8651,22.9633,22,2.4
2022 MAR 28,05 48 12.3,38.3125,23.3702,11,2.1
2022 MAR 28,06 01 41.5,38.3226,23.3730,10,1.7
2022 MAR 28,06 12 59.7,38.3427,23.3885,7,1.6
2022 MAR 28,06 37 24.7,38.3075,23.3844,5,1.7
2022 MAR 28,07 15 45.4,35.1608,25.3189,8,0.7
2022 MAR 28,07 29 40.8,35.7875,25.5721,17,2.6
2022 MAR 28,07 43 14.1,39.7527,22.0628,12,1.6
2022 MAR 28,07 48 23.0,38.3038,23.3771,8,1.6
2022 MAR 28,09 25 21.0,38.3148,23.3698,12,3.1
2022 MAR 28,09 39 20.2,35.1645,25.3189,7,1.2
2022 MAR 28,10 08 22.7,38.3208,23.3693,8,1.7
2022 MAR 28,10 24 59.1,38.3139,23.3908,10,1.9
2022 MAR 28,10 29 34.2,38.3066,23.3798,9,2.1
2022 MAR 28,10 38 30.7,38.3180,23.3794,10,1.4
2022 MAR 28,10 52 27.6,38.3299,23.3913,11,2.3
2022 MAR 28,11 05 40.8,35.7843,25.5597,31,2.5
2022 MAR 28,13 33 04.2,38.3684,23.3949,10,0.8
2022 MAR 28,13 33 22.7,35.1851,25.3267,5,1.3
2022 MAR 28,13 36 03.6,38.3116,23.3482,8,1.3
2022 MAR 28,13 41 41.0,38.1747,23.1491,19,1.4
2022 MAR 28,14 19 31.4,35.7706,25.5936,11,2.1
2022 MAR 28,14 35 21.9,38.3180,23.4050,14,1.3
2022 MAR 28,14 51 32.8,38.3308,23.3885,10,1.7
2022 MAR 28,14 52 01.7,38.3272,23.3986,14,1.6
2022 MAR 28,14 57 00.7,38.3043,23.3830,10,1.7
2022 MAR 28,15 51 35.6,35.1425,25.2969,18,2.3
2022 MAR 28,16 55 52.2,35.1668,25.2681,10,1.3
2022 MAR 28,16 57 41.3,35.1247,25.2168,12,1.6
2022 MAR 28,17 18 05.9,37.8305,26.9412,15,2.8
2022 MAR 28,17 51 23.8,38.3052,23.3611,13,1.4
2022 MAR 28,18 22 37.9,38.3235,23.3583,9,1.5
2022 MAR 28,18 33 09.9,35.1192,25.2022,11,1.1
2022 MAR 28,18 42 19.2,35.1915,25.3065,16,2.0
2022 MAR 28,18 44 07.0,38.3199,23.4105,12,1.6
2022 MAR 28,19 03 28.2,38.3231,23.3725,12,1.7
2022 MAR 28,19 12 06.4,38.0511,22.0807,57,1.2
2022 MAR 28,19 26 13.3,38.3162,23.3583,13,1.6
2022 MAR 28,19 28 38.9,37.0587,20.6708,14,2.3
2022 MAR 28,19 39 53.3,39.7838,21.9905,7,1.4
2022 MAR 28,19 45 43.3,40.5016,21.5501,18,1.5
2022 MAR 28,19 54 32.3,34.7791,26.9788,12,2.3
2022 MAR 28,19 59 15.6,38.3180,23.3656,6,1.4
2022 MAR 28,20 03 41.4,38.3134,23.3876,11,1.4
2022 MAR 28,20 17 46.7,38.3153,23.3482,7,1.2
2022 MAR 28,20 24 35.9,38.3134,23.3583,9,1.4
2022 MAR 28,20 29 31.3,40.4961,21.5483,17,2.0
2022 MAR 28,20 46 05.2,35.1494,25.2132,12,1.0
2022 MAR 28,20 54 35.1,38.3034,23.3821,7,1.1
2022 MAR 28,22 08 15.8,35.7266,25.5844,14,1.9
2022 MAR 28,22 38 17.2,38.3281,23.3830,6,1.0
2022 MAR 28,22 51 39.9,38.7291,20.5879,11,1.6
2022 MAR 28,23 05 39.0,35.3082,23.5968,14,2.7
2022 MAR 29,00 03 31.5,38.3107,23.3620,8,1.4
2022 MAR 29,00 12 37.2,35.2034,25.3267,6,1.2
2022 MAR 29,00 16 07.6,38.3061,23.3455,9,1.0
2022 MAR 29,00 18 49.4,38.8976,20.5779,15,1.6
2022 MAR 29,00 34 08.1,35.1842,25.3075,6,1.1
2022 MAR 29,00 56 23.4,37.4478,20.6644,12,1.9
2022 MAR 29,01 55 42.8,35.1833,25.3935,7,1.3
2022 MAR 29,03 26 27.9,37.6396,20.9120,20,2.1
2022 MAR 29,03 36 35.6,38.3272,23.3794,9,1.6
2022 MAR 29,03 51 27.1,38.3263,23.3958,6,1.7
2022 MAR 29,04 25 09.4,38.3061,23.3482,7,1.0
2022 MAR 29,05 49 01.2,38.0800,22.8996,12,1.6
2022 MAR 29,07 17 32.8,38.4984,22.5188,85,2.6
2022 MAR 29,07 50 01.5,37.7225,22.7353,63,2.2
2022 MAR 29,09 37 02.7,38.3176,23.3725,8,1.7
2022 MAR 29,10 24 13.9,38.6009,21.9896,16,1.3
2022 MAR 29,11 32 49.9,38.2054,22.9051,10,1.5
2022 MAR 29,12 13 53.7,38.8326,21.2407,11,3.9
2022 MAR 29,12 24 25.5,38.3116,23.3720,10,2.3
2022 MAR 29,13 08 11.5,35.3787,25.9818,28,2.6
2022 MAR 29,13 58 38.3,38.8628,21.3002,18,1.3
2022 MAR 29,14 41 32.9,38.3043,23.3501,8,1.8
2022 MAR 29,15 58 14.8,38.3189,23.3757,13,2.8
2022 MAR 29,16 02 05.9,38.3057,23.3643,7,1.7
2022 MAR 29,16 19 38.9,38.3153,23.3656,9,1.6
2022 MAR 29,16 28 36.6,34.8724,24.9994,13,2.4
2022 MAR 29,16 47 55.1,38.4288,21.9576,12,1.8
2022 MAR 29,16 55 15.9,35.1443,25.1596,8,1.4
2022 MAR 29,16 58 21.8,39.9673,24.3430,18,2.2
2022 MAR 29,17 47 15.4,38.3107,23.3876,12,1.3
2022 MAR 29,17 56 18.2,37.8236,21.2810,18,1.2
2022 MAR 29,18 01 13.2,39.5595,21.7616,16,1.1
2022 MAR 29,18 32 53.7,36.6202,27.2983,13,2.3
2022 MAR 29,18 35 07.6,38.4087,22.0024,11,2.9
2022 MAR 29,19 05 44.4,38.3189,23.3839,15,2.8
2022 MAR 29,19 47 50.3,35.1988,25.3175,15,2.0
2022 MAR 29,19 59 37.5,38.0791,22.7019,15,3.6
2022 MAR 29,20 29 04.7,38.3052,23.3867,12,0.9
2022 MAR 29,20 48 10.0,38.0937,22.7065,14,1.1
2022 MAR 29,21 18 18.1,38.1015,22.7042,13,1.4
2022 MAR 29,21 21 43.8,38.1038,22.6964,14,1.3
2022 MAR 29,21 32 03.0,38.3089,23.3784,12,1.8
2022 MAR 29,21 47 37.7,38.3153,23.3492,11,1.9
2022 MAR 29,21 59 24.1,39.7426,22.7834,13,1.6
2022 MAR 29,22 18 56.0,38.3116,23.3611,11,1.4
2022 MAR 29,22 43 59.7,36.8967,21.2650,16,1.9
2022 MAR 29,22 45 45.1,36.4948,22.8021,11,2.0
2022 MAR 29,23 09 21.8,38.3107,23.3501,12,2.4
2022 MAR 29,23 15 48.9,38.0928,22.7010,14,1.1
2022 MAR 29,23 19 40.5,38.2924,23.3546,8,1.6
2022 MAR 29,23 21 44.7,35.4694,26.0760,28,2.0
2022 MAR 30,00 39 07.2,38.4169,22.0024,14,3.4
2022 MAR 30,01 05 07.2,37.8177,21.2192,29,1.5
2022 MAR 30,01 34 12.6,35.1192,25.1967,10,1.2
2022 MAR 30,01 38 08.6,38.2329,22.1260,12,0.9
2022 MAR 30,01 39 22.9,35.1146,25.2232,11,1.8
2022 MAR 30,01 47 30.2,38.2640,20.4451,17,1.9
2022 MAR 30,02 02 59.6,35.1247,25.1958,14,1.1
2022 MAR 30,02 48 58.1,38.3272,23.4151,6,1.3
2022 MAR 30,02 54 54.2,38.2823,23.3528,6,1.3
2022 MAR 30,03 25 45.8,35.7166,27.4622,57,2.5
2022 MAR 30,03 32 24.3,38.3125,23.3556,12,2.8
2022 MAR 30,04 15 16.7,38.3116,23.3766,8,1.2
2022 MAR 30,04 29 38.8,38.3336,23.4050,8,1.3
2022 MAR 30,06 11 49.4,38.9896,23.1656,8,1.8
2022 MAR 30,06 16 56.9,38.3180,23.3739,11,1.9
2022 MAR 30,06 34 48.8,38.3171,23.3675,8,1.3
2022 MAR 30,07 07 59.9,34.1361,25.9676,10,2.3
2022 MAR 30,08 13 57.2,36.4316,27.0456,17,2.4
2022 MAR 30,09 02 36.3,38.3185,23.3661,8,1.8
2022 MAR 30,09 14 34.8,37.5787,20.5609,14,1.8
2022 MAR 30,10 03 24.7,38.3134,23.3711,12,3.1
2022 MAR 30,10 24 14.0,38.3235,23.3812,10,2.5
2022 MAR 30,11 15 47.8,38.3931,21.9127,7,1.5
2022 MAR 30,11 30 22.4,35.2093,25.3262,5,1.4
2022 MAR 30,12 10 28.2,38.3308,23.3940,7,1.5
2022 MAR 30,12 16 33.4,37.5412,20.5215,6,2.2
2022 MAR 30,13 13 07.9,35.1375,25.2699,14,1.2
2022 MAR 30,13 17 11.0,38.3235,23.3601,7,1.6
2022 MAR 30,13 40 12.2,38.3281,23.3730,9,2.0
2022 MAR 30,13 47 57.6,38.3112,23.3954,8,1.1
2022 MAR 30,13 49 11.5,38.3116,23.3702,8,1.3
2022 MAR 30,13 50 06.7,38.3281,23.4059,8,1.4
2022 MAR 30,13 59 41.8,38.3144,23.3904,7,2.2
2022 MAR 30,14 12 48.3,35.1393,25.1875,10,1.0
2022 MAR 30,14 18 54.4,35.4501,26.6684,9,3.1
2022 MAR 30,15 21 58.9,38.2915,23.3656,6,1.1
2022 MAR 30,15 30 24.3,38.3075,23.3661,6,1.8
2022 MAR 30,15 56 04.3,38.3157,23.3780,8,2.0
2022 MAR 30,15 57 44.5,38.3235,23.3757,8,2.1
2022 MAR 30,15 58 16.3,38.3121,23.3871,7,2.0
2022 MAR 30,16 02 26.5,38.9763,23.1569,14,1.8
2022 MAR 30,16 14 26.0,38.9896,23.1583,8,1.8
2022 MAR 30,16 16 01.1,38.3025,23.3665,6,1.1
2022 MAR 30,17 18 47.8,38.2951,23.3702,13,1.1
2022 MAR 30,17 18 53.2,35.2126,25.3340,6,0.7
2022 MAR 30,17 39 50.6,34.3130,24.3851,25,2.2
2022 MAR 30,17 51 50.4,35.7825,25.5872,19,1.4
2022 MAR 30,17 52 45.3,38.3043,23.3601,8,1.3
2022 MAR 30,17 55 52.8,38.3052,23.3455,7,1.4
2022 MAR 30,18 20 46.3,37.2780,20.5659,5,2.7
2022 MAR 30,18 27 03.8,35.1338,25.2269,12,1.5
2022 MAR 30,18 34 39.7,38.3199,23.3885,7,1.4
2022 MAR 30,18 45 52.5,35.2428,25.3120,11,1.3
2022 MAR 30,18 47 18.6,35.2510,25.3075,12,1.5
2022 MAR 30,19 01 02.0,35.1366,25.2617,12,0.8
2022 MAR 30,19 01 35.1,37.3407,20.1727,6,1.7
2022 MAR 30,19 05 05.2,38.4540,20.6891,16,1.7
2022 MAR 30,19 17 56.2,37.8351,23.0182,16,1.6
2022 MAR 30,19 21 21.3,35.7742,25.5551,18,1.9
2022 MAR 30,19 54 32.6,35.7170,25.5904,32,2.2
2022 MAR 30,20 32 06.7,37.7788,21.1528,18,1.3
2022 MAR 30,20 32 59.5,38.3153,23.3537,10,1.6
2022 MAR 30,20 53 14.8,38.2965,23.3514,10,1.4
2022 MAR 30,21 06 47.1,35.0505,24.2290,19,2.9
2022 MAR 30,21 27 18.3,35.6122,27.5153,22,2.4
2022 MAR 30,21 30 14.8,36.1935,22.8598,11,2.6
2022 MAR 30,21 30 50.0,38.3363,20.4927,19,1.5
2022 MAR 30,21 31 55.2,36.2741,23.0173,25,2.0
2022 MAR 30,21 37 51.9,36.2041,22.8566,13,2.4
2022 MAR 30,21 38 31.7,35.1009,25.6215,7,1.2
2022 MAR 30,21 51 14.0,38.3235,23.3748,11,1.3
2022 MAR 30,21 59 00.1,38.3107,23.3492,11,1.0
2022 MAR 30,21 59 46.4,38.3107,23.4032,14,1.3
2022 MAR 30,22 39 00.7,38.4361,22.2322,14,3.5
2022 MAR 30,22 43 29.3,35.1265,25.2553,6,0.6
2022 MAR 30,22 44 01.2,35.1942,25.3130,5,0.6
2022 MAR 30,23 31 54.8,38.3052,23.3537,9,1.5
2022 MAR 30,23 33 24.0,38.2997,23.3556,10,1.3
2022 MAR 31,00 04 18.8,38.9813,23.1610,17,1.9
2022 MAR 31,00 17 58.3,34.4998,24.9161,17,2.5
2022 MAR 31,00 30 36.8,38.3116,23.3821,8,1.2
2022 MAR 31,00 43 20.7,37.0029,29.2520,18,2.6
2022 MAR 31,00 56 51.3,38.2961,23.3684,12,0.7
2022 MAR 31,00 57 20.9,38.3098,23.3931,8,1.6
2022 MAR 31,01 17 15.1,35.1151,25.2109,11,1.3
2022 MAR 31,01 23 14.5,34.5236,24.4620,24,1.9
2022 MAR 31,01 43 08.7,35.2034,25.3120,6,1.4
2022 MAR 31,02 03 16.6,38.3038,23.3844,10,1.0
2022 MAR 31,02 20 18.9,38.3134,23.3803,10,1.4
2022 MAR 31,02 20 20.5,36.4902,27.0987,20,1.6
2022 MAR 31,02 21 06.4,38.3272,23.4251,7,0.8
2022 MAR 31,02 23 14.4,38.3272,23.3958,10,1.9
2022 MAR 31,03 33 29.6,37.6918,21.8550,44,1.9
2022 MAR 31,03 40 25.1,35.1750,25.3175,6,1.3
2022 MAR 31,03 48 54.5,38.6398,23.3414,14,1.8
2022 MAR 31,05 15 50.3,38.3226,23.3720,6,1.2
2022 MAR 31,06 39 46.3,35.1640,25.3185,7,1.3
2022 MAR 31,06 44 00.8,35.1402,25.2589,12,1.4
2022 MAR 31,07 21 48.8,38.4164,22.0615,6,0.9
2022 MAR 31,08 09 34.3,38.0370,21.9814,18,2.1
2022 MAR 31,08 30 10.7,38.3235,23.3656,7,1.7
2022 MAR 31,09 12 05.6,39.1278,20.3009,16,1.8
2022 MAR 31,10 47 21.8,38.3052,23.3739,8,1.8
2022 MAR 31,10 52 11.4,38.3345,23.3592,7,1.7
2022 MAR 31,11 52 51.7,37.6016,20.3622,5,2.7
2022 MAR 31,12 06 10.1,37.7504,21.1436,14,2.1
2022 MAR 31,14 08 09.4,38.3052,23.3711,11,1.2
2022 MAR 31,16 12 09.5,38.2063,23.2768,7,1.2
2022 MAR 31,16 23 43.5,35.7779,25.5734,15,2.0
2022 MAR 31,17 11 59.6,40.1692,25.0639,18,2.8
2022 MAR 31,17 36 58.0,35.4936,26.0756,28,3.2
2022 MAR 31,18 56 27.2,34.7910,23.5190,22,2.3
2022 MAR 31,19 04 07.4,38.3025,23.4023,17,1.3
2022 MAR 31,19 05 45.5,38.6490,22.8763,8,1.7
2022 MAR 31,19 30 50.3,38.8669,23.1436,8,1.6
2022 MAR 31,19 39 52.3,38.3162,23.3720,6,1.1
2022 MAR 31,20 09 34.6,36.5900,22.8973,16,1.8
2022 MAR 31,20 22 07.9,38.3043,23.3766,6,1.6
2022 MAR 31,20 28 07.4,38.3162,23.3775,6,1.3
2022 MAR 31,20 39 51.8,38.0791,22.7660,19,1.3
2022 MAR 31,20 46 17.9,38.2933,23.3867,5,2.2
2022 MAR 31,21 21 35.0,37.9138,21.2878,12,1.8
2022 MAR 31,22 20 41.2,38.3231,23.3963,12,1.1
2022 MAR 31,22 38 03.7,38.2956,21.5359,14,1.2
2022 MAR 31,22 40 40.8,37.7023,21.8436,7,2.0
2022 MAR 31,23 13 45.9,38.3167,23.3899,7,1.6
2022 MAR 31,23 18 49.5,40.3290,27.1747,6,3.2
2022 MAR 31,23 28 46.4,39.7591,23.8060,19,2.1
2022 APR  1,00 15 50.8,38.3244,23.3784,6,1.7
2022 APR  1,00 27 55.2,38.3080,23.3492,8,1.2
2022 APR  1,00 49 09.0,35.1833,25.2992,14,1.8
2022 APR  1,01 18 33.9,37.9449,22.4213,79,2.9
2022 APR  1,03 10 56.8,38.0910,22.7715,13,2.7
2022 APR  1,03 24 20.5,37.3746,20.7431,15,2.4
2022 APR  1,05 35 24.4,37.8429,26.8007,16,2.2
2022 APR  1,08 08 55.4,39.0404,21.7012,12,2.0
2022 APR  1,10 41 45.7,38.3244,23.3995,10,1.5
2022 APR  1,11 27 11.4,38.3199,23.3748,10,2.2
2022 APR  1,13 14 43.5,35.0194,24.3242,30,2.4
2022 APR  1,15 25 04.1,38.3089,23.3830,10,2.1
2022 APR  1,17 56 49.7,37.8397,22.3727,16,1.9
2022 APR  1,18 19 48.9,39.1090,23.3363,14,2.9
2022 APR  1,18 25 58.9,38.4109,21.7776,11,0.9
2022 APR  1,18 48 49.7,35.1558,25.2415,9,1.5
2022 APR  1,19 10 52.4,38.2970,23.3546,11,1.8
2022 APR  1,19 24 32.5,35.0656,24.6396,8,2.3
2022 APR  1,20 10 14.3,38.3194,23.3743,7,1.9
2022 APR  1,20 13 49.4,35.1530,25.3441,10,1.8
2022 APR  1,20 29 22.5,35.2098,25.3596,6,1.2
2022 APR  1,20 36 08.4,34.7443,26.1530,13,1.9
2022 APR  1,20 39 26.5,39.7261,22.1791,9,2.5
2022 APR  1,20 42 49.3,39.6945,22.1457,15,2.0
2022 APR  1,20 47 13.3,37.9559,21.0846,15,1.6
2022 APR  1,20 53 47.8,35.1242,25.2457,13,2.7
2022 APR  1,21 05 42.6,38.3189,23.3647,8,1.6
2022 APR  1,21 11 51.3,34.3927,26.0760,11,2.3
2022 APR  1,21 32 21.9,38.3363,23.3995,7,1.8
2022 APR  1,21 34 15.4,35.1192,25.2104,10,1.5
2022 APR  1,21 46 48.8,35.1173,25.2113,10,1.6
2022 APR  1,21 56 09.9,38.2722,21.6289,33,1.6
2022 APR  1,21 58 04.5,35.7687,25.7236,26,2.5
2022 APR  1,22 01 11.2,38.3199,23.3784,14,1.7
2022 APR  1,22 07 46.7,38.3015,23.3556,10,2.0
2022 APR  1,22 27 35.0,35.0175,24.8341,16,2.5
2022 APR  1,22 46 37.0,38.2503,21.6389,18,1.3
2022 APR  1,23 34 00.2,35.1329,25.2406,11,2.0
2022 APR  2,00 11 20.9,36.4883,25.4892,18,2.5
2022 APR  2,00 28 47.6,35.0922,25.1862,8,1.7
2022 APR  2,00 34 18.1,36.5140,25.5075,16,2.6
2022 APR  2,00 36 41.0,35.1878,25.3185,16,1.5
2022 APR  2,01 05 02.4,38.3189,23.3656,9,2.4
2022 APR  2,01 18 28.9,38.3272,23.3675,13,2.9
2022 APR  2,01 25 13.1,35.1256,25.1903,11,1.3
2022 APR  2,01 27 06.5,36.2860,27.2003,15,2.2
2022 APR  2,01 33 40.6,35.1045,25.1784,12,1.7
2022 APR  2,01 36 26.4,35.1402,25.1884,14,1.3
2022 APR  2,01 56 19.6,35.0981,25.1637,14,2.1
2022 APR  2,02 13 16.9,35.1173,25.1646,17,1.7
2022 APR  2,02 15 40.2,35.1352,25.1889,16,1.6
2022 APR  2,02 29 08.4,35.1091,25.1820,12,1.7
2022 APR  2,02 32 21.7,37.5046,21.9058,13,2.0
2022 APR  2,02 42 31.2,34.5300,25.5652,15,2.3
2022 APR  2,02 49 45.9,35.0972,25.1601,14,3.1
2022 APR  2,02 52 56.4,38.1528,23.9694,5,2.7
2022 APR  2,02 57 11.9,35.1517,25.2640,16,1.4
2022 APR  2,03 03 33.7,35.1164,25.1903,12,1.5
2022 APR  2,03 24 38.7,35.1297,25.1926,16,1.2
2022 APR  2,03 39 21.0,35.1260,25.1816,11,2.9
2022 APR  2,03 54 51.5,35.1054,25.1628,14,1.0
2022 APR  2,04 21 27.8,38.3052,23.3583,6,1.6
2022 APR  2,04 41 59.2,34.3286,24.8218,27,2.0
2022 APR  2,05 41 15.4,38.3267,23.4402,7,1.8
2022 APR  2,05 49 37.3,35.1132,25.1688,14,1.4
2022 APR  2,06 21 41.5,37.0381,21.8660,26,2.1
2022 APR  2,07 00 05.1,38.3116,23.3757,12,1.8
2022 APR  2,07 05 01.1,38.2869,23.3775,11,1.7
2022 APR  2,07 24 41.3,37.5604,21.4288,16,1.9
2022 APR  2,07 30 51.3,37.5600,21.4687,14,2.0
2022 APR  2,07 53 41.8,35.1292,25.2278,17,1.9
2022 APR  2,08 44 36.7,38.3125,23.3739,9,1.5
2022 APR  2,08 46 47.4,35.2139,23.3762,29,2.1
2022 APR  2,09 21 47.4,37.5330,21.3611,11,2.0
2022 APR  2,09 33 25.5,37.4139,21.4142,7,2.5
2022 APR  2,09 48 02.9,37.4936,21.4957,22,2.1
2022 APR  2,09 59 23.1,35.1668,25.3477,11,2.6
2022 APR  2,10 09 14.6,39.1168,21.5607,11,2.5
2022 APR  2,10 53 48.9,34.8367,24.9271,26,1.8
2022 APR  2,11 24 30.0,35.1187,25.2237,11,2.5
2022 APR  2,11 29 57.0,35.1224,25.1981,10,1.1
2022 APR  2,11 41 45.4,38.3208,23.3684,8,1.6
2022 APR  2,12 15 37.8,37.0793,21.7873,24,2.1
2022 APR  2,14 15 22.9,38.4398,21.8175,14,1.6
2022 APR  2,14 24 02.1,35.1274,25.2122,11,1.1
2022 APR  2,14 24 37.7,38.3482,23.4013,8,1.1
2022 APR  2,15 34 21.7,34.5612,24.0912,25,2.1
2022 APR  2,16 02 43.6,38.3336,23.3537,7,1.7
2022 APR  2,16 26 20.4,35.1961,25.3130,6,1.6
2022 APR  2,17 38 25.8,35.1352,25.2182,10,1.9
2022 APR  2,17 44 37.2,37.9198,22.0253,9,1.6
2022 APR  2,17 45 55.3,38.3043,23.4032,5,1.4
2022 APR  2,17 51 02.0,35.1210,25.1729,15,1.1
2022 APR  2,17 51 48.3,35.1091,25.1747,14,2.5
2022 APR  2,18 23 45.7,37.9683,21.6005,17,1.7
2022 APR  2,18 29 53.5,34.5712,25.1450,11,2.2
2022 APR  2,19 06 07.8,35.0963,25.2104,9,1.3
2022 APR  2,19 11 20.8,38.3281,23.3849,10,2.0
2022 APR  2,19 53 15.9,39.7554,22.1059,12,2.5
2022 APR  2,20 20 27.5,35.2194,25.3152,7,1.7
2022 APR  2,20 29 59.9,39.7902,22.0967,13,1.6
2022 APR  2,20 34 20.4,34.8697,25.0186,11,1.8
2022 APR  2,20 35 57.6,37.7852,21.1528,12,2.5
2022 APR  2,20 37 02.9,34.7260,24.9408,29,1.8
2022 APR  2,22 15 03.2,36.5753,24.2340,75,2.6
2022 APR  2,22 40 38.3,35.1283,25.2177,11,1.1
2022 APR  2,22 43 11.5,35.2043,25.3670,9,1.2
2022 APR  2,22 48 49.1,38.6797,23.5286,11,2.1
2022 APR  3,00 45 35.9,35.2226,25.3249,11,0.8
2022 APR  3,00 47 55.8,35.1897,25.3459,10,1.0
2022 APR  3,01 10 13.0,38.1175,22.7293,14,2.4
2022 APR  3,01 14 58.8,38.0974,22.7055,14,1.9
2022 APR  3,01 45 52.7,35.1704,25.2443,8,1.0
2022 APR  3,02 11 01.0,40.3299,23.9786,30,1.5
2022 APR  3,02 11 33.5,35.1292,25.2571,13,0.9
2022 APR  3,02 25 15.1,38.0937,22.7165,17,2.0
2022 APR  3,02 50 06.2,38.3153,23.3748,11,2.1
2022 APR  3,03 57 43.1,36.0480,22.2858,12,2.3
2022 APR  3,04 01 16.7,38.5588,21.9328,18,1.5
2022 APR  3,04 06 20.5,38.5652,21.9264,18,1.3
2022 APR  3,04 28 29.1,35.1649,25.3313,6,1.2
